Resource,Start,End,Track,Train
12,6207.67,6229.86,119,12
13,6207.67,6211.62,119,12
3,6231.13,6232.13,13,12
6,6232.19,6232.19,14,1
7,6232.19,6233.19,14,1
10,6210.45,6232.19,122,1
11,6210.45,6216.37,122,1
4,6233.80,6233.80,15,7
5,6233.80,6234.00,15,7
12,6211.64,6233.80,123,7
13,6211.64,6215.59,123,7
1,6233.17,6234.17,14,1
2,6234.00,6235.00,15,7
8,6231.36,6233.86,16,10
9,6233.86,6235.56,16,10
16,6207.96,6231.36,120,10
15,6207.96,6212.26,120,10
3,6235.19,6236.19,16,10
6,6237.17,6237.17,17,9
7,6237.17,6237.17,17,9
12,6215.60,6237.17,127,9
13,6215.60,6219.55,127,9
1,6236.57,6237.57,17,9
3,6238.77,6239.77,18,0
4,6237.60,6237.60,19,6
5,6237.60,6240.10,19,6
16,6213.19,6237.60,125,6
15,6213.19,6217.49,125,6
2,6240.04,6241.04,19,6
6,6236.50,6236.50,20,4
7,6236.50,6241.30,20,4
10,6216.73,6236.50,2,4
11,6216.73,6222.65,2,4
1,6241.28,6242.28,20,4
2,6243.55,6244.55,21,0
6,6241.46,6241.46,22,13
7,6241.46,6245.26,22,13
16,6218.43,6241.46,3,13
15,6218.43,6222.73,3,13
1,6244.51,6245.51,22,13
8,6245.41,6245.41,23,11
9,6245.41,6245.61,23,11
12,6223.60,6245.41,6,11
13,6223.60,6227.55,6,11
3,6245.56,6246.56,23,11
1,6246.83,6247.83,24,0
4,6240.41,6240.41,26,2
5,6240.41,6248.61,26,2
12,6219.61,6240.41,4,2
13,6219.61,6223.56,4,2
3,6248.25,6249.25,25,0
2,6248.60,6249.60,26,2
6,6248.55,6248.55,27,3
7,6248.55,6250.25,27,3
12,6227.83,6248.55,10,3
13,6227.83,6231.78,10,3
1,6250.24,6251.24,27,3
8,6246.32,6246.32,29,8
9,6246.32,6252.62,29,8
10,6226.29,6246.32,8,8
11,6226.29,6232.20,8,8
3,6252.60,6253.60,29,8
2,6253.11,6254.11,30,0
6,6249.53,6249.53,31,5
7,6249.53,6255.23,31,5
16,6224.45,6249.53,7,5
15,6224.45,6228.75,7,5
1,6255.20,6256.20,31,5
8,6252.64,6252.64,32,7
9,6252.64,6257.54,32,7
10,6234.00,6252.64,15,7
11,6234.00,6239.92,15,7
4,6250.65,6250.65,33,12
5,6250.65,6258.25,33,12
16,6231.16,6250.65,13,12
15,6231.16,6235.46,13,12
3,6257.53,6258.53,32,7
2,6258.19,6259.19,33,12
6,6256.68,6256.68,34,10
7,6256.68,6259.88,34,10
16,6235.56,6256.68,16,10
15,6235.56,6239.86,16,10
1,6259.82,6260.82,34,10
8,6255.39,6255.39,35,1
9,6255.39,6261.89,35,1
12,6233.19,6255.39,14,1
13,6233.19,6237.14,14,1
3,6261.84,6262.84,35,1
6,6262.24,6262.24,37,4
7,6262.24,6263.84,37,4
12,6241.30,6262.24,20,4
13,6241.30,6245.25,20,4
2,6262.93,6263.93,36,0
1,6263.56,6264.56,37,4
8,6259.19,6259.19,38,9
9,6259.19,6266.19,38,9
12,6237.17,6259.19,17,9
13,6237.17,6241.12,17,9
3,6266.18,6267.18,38,9
1,6266.67,6267.67,39,0
4,6266.18,6266.18,40,13
5,6266.18,6267.78,40,13
12,6245.26,6266.18,22,13
13,6245.26,6249.21,22,13
2,6267.72,6268.72,40,13
6,6267.56,6270.06,42,11
7,6270.06,6270.16,42,11
16,6245.61,6267.56,23,11
15,6245.61,6249.91,23,11
8,6259.61,6259.61,43,6
9,6259.61,6271.01,43,6
10,6240.10,6259.61,19,6
11,6240.10,6246.01,19,6
1,6270.13,6271.13,42,11
3,6270.99,6271.99,43,6
4,6267.98,6270.48,44,2
5,6270.48,6273.78,44,2
10,6248.61,6267.98,26,2
11,6248.61,6254.53,26,2
1,6274.07,6275.07,45,0
2,6273.07,6274.07,44,2
12,6250.25,6250.25,27,3
13,6250.25,6254.20,27,3
3,6275.29,6276.29,46,3
6,6277.53,6277.53,48,8
7,6277.53,6277.53,48,8
16,6252.62,6277.53,29,8
15,6252.62,6256.92,29,8
2,6277.84,6278.84,49,0
1,6277.49,6278.49,48,8
8,6280.19,6280.19,50,5
9,6280.19,6280.39,50,5
12,6255.23,6280.19,31,5
13,6255.23,6259.18,31,5
3,6279.68,6280.68,50,5
6,6279.19,6279.19,51,12
7,6279.19,6281.49,51,12
10,6258.25,6279.19,33,12
11,6258.25,6264.17,33,12
1,6281.00,6282.00,51,12
4,6281.91,6281.91,52,7
5,6281.91,6282.71,52,7
16,6257.54,6281.91,32,7
15,6257.54,6261.84,32,7
2,6282.62,6283.62,52,7
8,6283.45,6283.45,53,10
9,6283.45,6284.75,53,10
12,6259.88,6283.45,34,10
13,6259.88,6263.83,34,10
3,6284.03,6285.03,53,10
6,6284.07,6284.07,54,1
7,6284.07,6285.47,54,1
16,6261.89,6284.07,35,1
15,6261.89,6266.19,35,1
1,6285.08,6286.08,54,1
3,6287.38,6288.38,55,0
4,6285.87,6285.87,56,4
5,6285.87,6288.67,56,4
12,6263.84,6285.87,37,4
13,6263.84,6267.79,37,4
6,6287.67,6287.67,57,13
7,6287.67,6289.47,57,13
10,6267.78,6287.67,40,13
11,6267.78,6273.70,40,13
2,6288.38,6289.38,56,4
1,6288.61,6289.61,57,13
1,6292.01,6293.01,58,0
8,6292.30,6292.30,60,11
9,6292.30,6293.50,60,11
12,6270.16,6292.30,42,11
13,6270.16,6274.11,42,11
2,6293.11,6294.11,59,0
3,6293.46,6294.46,60,11
6,6294.29,6294.29,61,2
7,6294.29,6295.49,61,2
10,6273.78,6294.29,44,2
11,6273.78,6279.70,44,2
1,6295.45,6296.45,61,2
4,6288.40,6290.90,62,9
5,6290.90,6296.90,62,9
16,6266.19,6288.40,38,9
15,6266.19,6270.49,38,9
8,6297.51,6297.51,63,3
9,6297.51,6297.81,63,3
16,6276.05,6297.51,46,3
15,6276.05,6280.35,46,3
2,6296.88,6297.88,62,9
3,6297.51,6298.51,63,3
6,6297.93,6297.93,64,8
7,6297.93,6299.53,64,8
12,6277.53,6297.93,48,8
13,6277.53,6281.48,48,8
1,6298.90,6299.90,64,8
8,6300.92,6300.92,65,5
9,6300.92,6302.12,65,5
16,6280.39,6300.92,50,5
15,6280.39,6284.69,50,5
3,6301.34,6302.34,65,5
4,6293.33,6293.33,66,6
5,6293.33,6302.83,66,6
16,6271.01,6293.33,43,6
15,6271.01,6275.31,43,6
6,6302.43,6302.43,67,7
7,6302.43,6303.63,67,7
10,6282.71,6302.43,52,7
11,6282.71,6288.63,52,7
2,6302.54,6303.54,66,6
1,6303.59,6304.59,67,7
8,6304.29,6304.29,69,12
9,6304.29,6306.49,69,12
12,6281.49,6304.29,51,12
13,6281.49,6285.44,51,12
3,6305.68,6306.68,69,12
1,6306.34,6307.34,70,0
2,6307.36,6308.36,72,0
6,6308.29,6308.29,73,4
7,6308.29,6309.79,73,4
10,6288.67,6308.29,56,4
11,6288.67,6294.59,56,4
1,6309.76,6310.76,73,4
8,6305.01,6305.01,74,10
9,6305.01,6311.11,74,10
16,6284.75,6305.01,53,10
15,6284.75,6289.05,53,10
3,6311.07,6312.07,74,10
3,6312.34,6313.34,75,0
6,6309.85,6309.85,76,13
7,6309.85,6314.25,76,13
12,6289.47,6309.85,57,13
13,6289.47,6293.42,57,13
1,6314.24,6315.24,76,13
4,6315.41,6315.41,77,9
5,6315.41,6315.41,77,9
10,6296.90,6315.41,62,9
11,6296.90,6302.82,62,9
2,6315.40,6316.40,77,9
8,6306.56,6306.56,78,1
9,6306.56,6317.16,78,1
12,6285.47,6306.56,54,1
13,6285.47,6289.42,54,1
3,6317.10,6318.10,78,1
6,6318.65,6318.65,79,3
7,6318.65,6318.95,79,3
16,6297.81,6318.65,63,3
15,6297.81,6302.11,63,3
1,6318.94,6319.94,79,3
2,6319.73,6320.73,80,0
4,6321.50,6321.50,81,5
5,6321.50,6321.90,81,5
16,6302.12,6321.50,65,5
15,6302.12,6306.42,65,5
6,6316.56,6316.56,82,2
7,6316.56,6322.96,82,2
12,6295.49,6316.56,61,2
13,6295.49,6299.44,61,2
2,6321.90,6322.90,81,5
1,6322.36,6323.36,82,2
8,6323.34,6323.34,83,6
9,6323.34,6325.24,83,6
10,6302.83,6323.34,66,6
11,6302.83,6308.75,66,6
3,6325.23,6326.23,83,6
6,6324.25,6324.25,84,7
7,6324.25,6326.95,84,7
12,6303.63,6324.25,67,7
13,6303.63,6307.58,67,7
1,6326.08,6327.08,84,7
4,6314.67,6314.67,85,11
5,6314.67,6328.47,85,11
16,6293.50,6314.67,60,11
15,6293.50,6297.80,60,11
2,6328.39,6329.39,85,11
8,6320.37,6320.37,87,8
9,6320.37,6330.17,87,8
12,6299.53,6320.37,64,8
13,6299.53,6303.48,64,8
6,6325.88,6325.88,88,12
7,6325.88,6331.08,88,12
16,6306.49,6325.88,69,12
15,6306.49,6310.79,69,12
3,6330.10,6331.10,87,8
1,6331.03,6332.03,88,12
2,6333.17,6334.17,89,0
8,6333.60,6333.60,91,9
9,6333.60,6334.50,91,9
10,6315.41,6333.60,77,9
11,6315.41,6321.32,77,9
1,6333.95,6334.95,90,0
3,6334.30,6335.30,91,9
6,6335.54,6335.54,92,13
7,6335.54,6337.14,92,13
12,6314.25,6335.54,76,13
13,6314.25,6318.20,76,13
1,6337.12,6338.12,92,13
4,6337.07,6337.07,93,1
5,6337.07,6338.47,93,1
16,6317.16,6337.07,78,1
15,6317.16,6321.46,78,1
8,6332.91,6332.91,94,10
9,6332.91,6339.31,94,10
16,6311.11,6332.91,74,10
15,6311.11,6315.41,74,10
2,6338.44,6339.44,93,1
3,6339.31,6340.31,94,10
6,6331.60,6331.60,95,4
7,6331.60,6341.10,95,4
12,6309.79,6331.60,73,4
13,6309.79,6313.74,73,4
1,6340.58,6341.58,95,4
8,6341.06,6341.06,97,5
9,6341.06,6343.86,97,5
10,6321.90,6341.06,81,5
11,6321.90,6327.82,81,5
2,6343.19,6344.19,96,0
3,6343.83,6344.83,97,5
6,6340.57,6340.57,98,3
7,6340.57,6345.07,98,3
12,6318.95,6340.57,79,3
13,6318.95,6322.90,79,3
1,6344.19,6345.19,98,3
4,6345.45,6345.45,101,6
5,6345.45,6348.45,101,6
16,6325.24,6345.45,83,6
15,6325.24,6329.54,83,6
1,6347.47,6348.47,100,0
2,6348.42,6349.42,101,6
8,6348.48,6348.48,102,11
9,6348.48,6349.78,102,11
10,6328.47,6348.48,85,11
11,6328.47,6334.39,85,11
3,6349.75,6350.75,102,11
6,6350.68,6350.68,103,7
7,6350.68,6350.98,103,7
12,6326.95,6350.68,84,7
13,6326.95,6330.90,84,7
1,6350.92,6351.92,103,7
3,6352.77,6353.77,104,0
4,6343.09,6343.09,105,2
5,6343.09,6354.39,105,2
12,6322.96,6343.09,82,2
13,6322.96,6326.91,82,2
2,6354.01,6355.01,105,2
6,6354.12,6354.12,107,12
7,6354.12,6355.42,107,12
12,6331.08,6354.12,88,12
13,6331.08,6335.03,88,12
1,6355.41,6356.41,107,12
8,6354.89,6354.89,108,9
9,6354.89,6357.39,108,9
16,6334.50,6354.89,91,9
15,6334.50,6338.80,91,9
3,6357.37,6358.37,108,9
2,6357.97,6358.97,109,0
6,6356.83,6356.83,110,13
7,6356.83,6361.23,110,13
12,6337.14,6356.83,92,13
13,6337.14,6341.09,92,13
8,6351.39,6351.39,111,8
9,6351.39,6361.89,111,8
16,6330.17,6351.39,87,8
15,6330.17,6334.47,87,8
1,6361.20,6362.20,110,13
4,6361.64,6361.64,112,10
5,6361.64,6362.94,112,10
16,6339.31,6361.64,94,10
15,6339.31,6343.61,94,10
3,6361.89,6362.89,111,8
2,6362.91,6363.91,112,10
6,6362.19,6362.19,113,4
7,6362.19,6365.19,113,4
12,6341.10,6362.19,95,4
13,6341.10,6345.05,95,4
1,6364.63,6365.63,113,4
8,6365.13,6365.13,114,5
9,6365.13,6366.33,114,5
16,6343.86,6365.13,97,5
15,6343.86,6348.16,97,5
3,6366.26,6367.26,114,5
2,6367.29,6368.29,115,0
1,6369.58,6370.58,116,0
8,6366.71,6366.71,117,3
9,6366.71,6370.71,117,3
12,6345.07,6366.71,98,3
13,6345.07,6349.02,98,3
3,6370.68,6371.68,117,3
4,6358.65,6358.65,118,1
5,6358.65,6372.55,118,1
10,6338.47,6358.65,93,1
11,6338.47,6344.39,93,1
2,6372.49,6373.49,118,1
8,6374.72,6374.72,120,11
9,6374.72,6375.92,120,11
16,6349.78,6374.72,102,11
15,6349.78,6354.08,102,11
1,6375.66,6376.66,119,0
3,6375.92,6376.92,120,11
4,6371.71,6374.21,122,7
5,6374.21,6378.51,122,7
12,6350.98,6371.71,103,7
13,6350.98,6354.93,103,7
2,6377.68,6378.68,122,7
1,6379.05,6380.05,123,0
8,6377.51,6377.51,125,2
9,6377.51,6381.21,125,2
10,6354.39,6377.51,105,2
11,6354.39,6360.31,105,2
3,6381.16,6382.16,125,2
2,6382.24,6383.24,126,0
1,6382.60,6383.60,127,0
4,6382.49,6382.49,2,10
5,6382.49,6384.69,2,10
10,6362.94,6382.49,112,10
11,6362.94,6368.86,112,10
1,6384.01,6385.01,1,0
2,6384.65,6385.65,2,10
8,6385.54,6385.54,3,8
9,6385.54,6386.44,3,8
16,6361.89,6385.54,111,8
15,6361.89,6366.19,111,8
3,6386.43,6387.43,3,8
1,6387.49,6388.49,4,0
2,6389.03,6390.03,5,0
1,6390.93,6391.93,6,0
8,6386.57,6389.07,7,4
9,6389.07,6392.47,7,4
12,6365.19,6386.57,113,4
13,6365.19,6369.14,113,4
3,6392.44,6393.44,7,4
4,6381.29,6381.29,8,9
5,6381.29,6394.29,8,9
16,6357.39,6381.29,108,9
15,6357.39,6361.69,108,9
2,6394.28,6395.28,8,9
1,6395.82,6396.82,10,0
2,6397.19,6398.19,11,0
8,6392.34,6394.84,13,3
9,6394.84,6399.14,13,3
16,6370.71,6392.34,117,3
15,6370.71,6375.01,117,3
3,6399.13,6400.13,13,3
4,6375.82,6378.32,15,12
5,6378.32,6402.02,15,12
12,6355.42,6375.82,107,12
13,6355.42,6359.37,107,12
1,6401.17,6402.17,14,0
2,6402.00,6403.00,15,12
8,6397.45,6397.45,16,11
9,6397.45,6403.45,16,11
16,6375.92,6397.45,120,11
15,6375.92,6380.22,120,11
3,6403.19,6404.19,16,11
1,6404.57,6405.57,17,0
8,6406.96,6406.96,18,8
9,6406.96,6407.76,18,8
16,6386.44,6406.96,3,8
15,6386.44,6390.74,3,8
3,6406.77,6407.77,18,8
4,6398.67,6398.67,19,7
5,6398.67,6408.07,19,7
10,6378.51,6398.67,122,7
11,6378.51,6384.43,122,7
2,6408.04,6409.04,19,7
1,6409.28,6410.28,20,0
2,6411.55,6412.55,21,0
1,6412.51,6413.51,22,0
8,6390.78,6390.78,23,1
9,6390.78,6413.58,23,1
10,6372.55,6390.78,118,1
11,6372.55,6378.47,118,1
3,6413.56,6414.56,23,1
1,6414.83,6415.83,24,0
4,6413.91,6413.91,26,9
5,6413.91,6416.61,26,9
10,6394.29,6413.91,8,9
11,6394.29,6400.21,8,9
3,6416.25,6417.25,25,0
2,6416.60,6417.60,26,9
1,6418.24,6419.24,27,0
8,6373.12,6373.12,29,6
9,6373.12,6420.62,29,6
10,6348.45,6373.12,101,6
11,6348.45,6354.37,101,6
3,6420.60,6421.60,29,6
2,6421.11,6422.11,30,0
6,6418.12,6418.12,31,3
7,6418.12,6423.22,31,3
16,6399.14,6418.12,13,3
15,6399.14,6403.44,13,3
1,6423.20,6424.20,31,3
8,6404.64,6404.64,32,2
9,6404.64,6425.54,32,2
16,6381.21,6404.64,125,2
15,6381.21,6385.51,125,2
4,6403.49,6403.49,33,10
5,6403.49,6426.19,33,10
10,6384.69,6403.49,2,10
11,6384.69,6390.60,2,10
3,6425.53,6426.53,32,2
2,6426.19,6427.19,33,10
6,6383.32,6383.32,34,13
7,6383.32,6427.82,34,13
12,6361.23,6383.32,110,13
13,6361.23,6365.18,110,13
1,6427.82,6428.82,34,13
8,6419.94,6419.94,35,12
9,6419.94,6429.84,35,12
10,6402.02,6419.94,15,12
11,6402.02,6407.93,15,12
3,6429.84,6430.84,35,12
6,6424.87,6424.87,37,11
7,6424.87,6431.77,37,11
16,6403.45,6424.87,16,11
15,6403.45,6407.75,16,11
2,6430.93,6431.93,36,0
1,6431.56,6432.56,37,11
8,6428.88,6431.38,38,8
9,6431.38,6434.18,38,8
16,6407.76,6428.88,18,8
15,6407.76,6412.06,18,8
3,6434.18,6435.18,38,8
1,6434.67,6435.67,39,0
4,6387.42,6387.42,40,5
5,6387.42,6435.72,40,5
16,6366.33,6387.42,114,5
15,6366.33,6370.63,114,5
2,6435.72,6436.72,40,5
6,6434.44,6436.94,42,1
7,6436.94,6438.14,42,1
16,6413.58,6434.44,23,1
15,6413.58,6417.88,23,1
8,6435.60,6435.60,43,9
9,6435.60,6439.00,43,9
10,6416.61,6435.60,26,9
11,6416.61,6422.53,26,9
1,6438.13,6439.13,42,1
3,6438.99,6439.99,43,9
4,6427.72,6427.72,44,7
5,6427.72,6441.72,44,7
10,6408.07,6427.72,19,7
11,6408.07,6413.99,19,7
6,6415.53,6415.53,45,4
7,6415.53,6442.13,45,4
16,6392.47,6415.53,7,4
15,6392.47,6396.77,7,4
2,6441.07,6442.07,44,7
1,6442.07,6443.07,45,4
8,6441.75,6441.75,46,3
9,6441.75,6443.35,46,3
12,6423.22,6441.75,31,3
13,6423.22,6427.17,31,3
3,6443.29,6444.29,46,3
6,6445.79,6445.79,48,2
7,6445.79,6446.09,48,2
16,6425.54,6445.79,32,2
15,6425.54,6429.84,32,2
1,6445.49,6446.49,48,2
2,6445.84,6446.84,49,0
8,6441.19,6443.69,50,6
9,6443.69,6447.69,50,6
16,6420.62,6441.19,29,6
15,6420.62,6424.92,29,6
3,6447.68,6448.68,50,6
1,6449.00,6450.00,51,0
4,6450.53,6450.53,52,12
5,6450.53,6450.63,52,12
16,6429.84,6450.53,35,12
15,6429.84,6434.14,35,12
2,6450.62,6451.62,52,12
8,6443.87,6446.37,53,10
9,6446.37,6452.07,53,10
10,6426.19,6443.87,33,10
11,6426.19,6432.11,33,10
6,6452.93,6452.93,54,11
7,6452.93,6453.13,54,11
12,6431.77,6452.93,37,11
13,6431.77,6435.72,37,11
3,6452.03,6453.03,53,10
1,6453.08,6454.08,54,11
3,6455.38,6456.38,55,0
4,6455.61,6455.61,56,8
5,6455.61,6456.61,56,8
16,6434.18,6455.61,38,8
15,6434.18,6438.48,38,8
6,6449.53,6452.03,57,13
7,6452.03,6457.13,57,13
12,6427.82,6449.53,34,13
13,6427.82,6431.77,34,13
1,6456.61,6457.61,57,13
2,6456.38,6457.38,56,8
1,6460.01,6461.01,58,0
8,6458.94,6458.94,60,1
9,6458.94,6461.54,60,1
12,6438.14,6458.94,42,1
13,6438.14,6442.09,42,1
2,6461.11,6462.11,59,0
3,6461.46,6462.46,60,1
6,6457.96,6460.46,61,5
7,6460.46,6463.46,61,5
10,6435.72,6457.96,40,5
11,6435.72,6441.64,40,5
1,6463.45,6464.45,61,5
4,6463.10,6463.10,62,7
5,6463.10,6464.90,62,7
10,6441.72,6463.10,44,7
11,6441.72,6447.63,44,7
8,6464.78,6464.78,63,4
9,6464.78,6465.88,63,4
12,6442.13,6464.78,45,4
13,6442.13,6446.08,45,4
2,6464.88,6465.88,62,7
3,6465.51,6466.51,63,4
6,6464.32,6464.32,64,9
7,6464.32,6467.42,64,9
16,6439.00,6464.32,43,9
15,6439.00,6443.30,43,9
1,6466.90,6467.90,64,9
8,6466.84,6466.84,65,3
9,6466.84,6470.24,65,3
16,6443.35,6466.84,46,3
15,6443.35,6447.65,46,3
3,6469.34,6470.34,65,3
4,6470.98,6470.98,66,2
5,6470.98,6470.98,66,2
12,6446.09,6470.98,48,2
13,6446.09,6450.04,48,2
1,6471.59,6472.59,67,0
2,6470.54,6471.54,66,2
6,6472.87,6472.87,70,6
7,6472.87,6474.37,70,6
16,6447.69,6472.87,50,6
15,6447.69,6451.99,50,6
8,6474.33,6474.33,69,12
9,6474.33,6474.63,69,12
10,6450.63,6474.33,52,12
11,6450.63,6456.55,52,12
2,6475.36,6476.36,72,0
1,6474.34,6475.34,70,6
3,6473.68,6474.68,69,12
6,6476.63,6476.63,73,10
7,6476.63,6478.33,73,10
16,6452.07,6476.63,53,10
15,6452.07,6456.37,53,10
1,6477.76,6478.76,73,10
8,6475.18,6477.68,74,11
9,6477.68,6479.08,74,11
12,6453.13,6475.18,54,11
13,6453.13,6457.08,54,11
3,6479.07,6480.07,74,11
3,6480.34,6481.34,75,0
6,6478.39,6478.39,76,8
7,6478.39,6482.29,76,8
10,6456.61,6478.39,56,8
11,6456.61,6462.52,56,8
1,6482.24,6483.24,76,8
4,6479.14,6479.14,77,13
5,6479.14,6483.44,77,13
12,6457.13,6479.14,57,13
13,6457.13,6461.08,57,13
2,6483.40,6484.40,77,13
8,6485.04,6485.04,78,5
9,6485.04,6485.14,78,5
12,6463.46,6485.04,61,5
13,6463.46,6467.41,61,5
3,6485.10,6486.10,78,5
6,6482.97,6482.97,79,1
7,6482.97,6486.97,79,1
16,6461.54,6482.97,60,1
15,6461.54,6465.84,60,1
4,6487.42,6489.92,81,9
5,6489.92,6489.92,81,9
12,6467.42,6487.42,64,9
13,6467.42,6471.37,64,9
2,6487.73,6488.73,80,0
1,6486.94,6487.94,79,1
6,6491.06,6491.06,82,7
7,6491.06,6491.06,82,7
10,6464.90,6491.06,62,7
11,6464.90,6470.82,62,7
2,6489.90,6490.90,81,9
1,6490.36,6491.36,82,7
8,6493.02,6493.02,83,4
9,6493.02,6493.32,83,4
16,6465.88,6493.02,63,4
15,6465.88,6470.18,63,4
1,6494.08,6495.08,84,0
3,6493.23,6494.23,83,4
4,6496.27,6496.27,85,6
5,6496.27,6496.47,85,6
12,6474.37,6496.27,70,6
13,6474.37,6478.32,70,6
2,6496.39,6497.39,85,6
8,6497.97,6497.97,87,3
9,6497.97,6498.17,87,3
16,6470.24,6497.97,65,3
15,6470.24,6474.54,65,3
3,6498.10,6499.10,87,3
12,6478.33,6478.33,73,10
13,6478.33,6482.28,73,10
1,6499.03,6500.03,88,10
2,6501.17,6502.17,89,0
8,6501.67,6501.67,91,12
9,6501.67,6502.47,91,12
16,6474.63,6501.67,69,12
15,6474.63,6478.93,69,12
1,6501.95,6502.95,90,0
3,6502.30,6503.30,91,12
6,6503.83,6503.83,92,13
7,6503.83,6505.13,92,13
10,6483.44,6503.83,77,13
11,6483.44,6489.36,77,13
1,6505.12,6506.12,92,13
4,6505.76,6505.76,93,11
5,6505.76,6506.46,93,11
16,6479.08,6505.76,74,11
15,6479.08,6483.38,74,11
8,6499.49,6501.99,94,2
9,6501.99,6507.39,94,2
10,6470.98,6499.49,66,2
11,6470.98,6476.90,66,2
2,6506.44,6507.44,93,11
3,6507.31,6508.31,94,2
6,6503.40,6503.40,95,8
7,6503.40,6509.10,95,8
12,6482.29,6503.40,76,8
13,6482.29,6486.24,76,8
1,6508.58,6509.58,95,8
8,6507.87,6507.87,97,5
9,6507.87,6511.87,97,5
16,6485.14,6507.87,78,5
15,6485.14,6489.44,78,5
2,6511.19,6512.19,96,0
3,6511.83,6512.83,97,5
6,6509.82,6509.82,98,1
7,6509.82,6513.12,98,1
12,6486.97,6509.82,79,1
13,6486.97,6490.92,79,1
1,6512.19,6513.19,98,1
4,6509.32,6509.32,101,9
5,6509.32,6516.42,101,9
10,6489.92,6509.32,81,9
11,6489.92,6495.83,81,9
1,6515.47,6516.47,100,0
2,6516.42,6517.42,101,9
8,6513.15,6513.15,102,7
9,6513.15,6517.75,102,7
12,6491.06,6513.15,82,7
13,6491.06,6495.01,82,7
3,6517.75,6518.75,102,7
6,6515.35,6515.35,103,4
7,6515.35,6518.95,103,4
16,6493.32,6515.35,83,4
15,6493.32,6497.62,83,4
1,6518.92,6519.92,103,4
3,6520.77,6521.77,104,0
4,6515.80,6515.80,105,6
5,6515.80,6522.40,105,6
10,6496.47,6515.80,85,6
11,6496.47,6502.38,85,6
2,6522.01,6523.01,105,6
6,6521.12,6521.12,107,10
7,6521.12,6523.42,107,10
12,6499.98,6521.12,88,10
13,6499.98,6503.93,88,10
1,6523.41,6524.41,107,10
8,6524.88,6524.88,108,12
9,6524.88,6525.38,108,12
16,6502.47,6524.88,91,12
15,6502.47,6506.77,91,12
3,6525.37,6526.37,108,12
2,6525.97,6526.97,109,0
6,6520.60,6520.60,110,3
7,6520.60,6529.20,110,3
16,6498.17,6520.60,87,3
15,6498.17,6502.47,87,3
8,6526.42,6526.42,111,11
9,6526.42,6529.92,111,11
10,6506.46,6526.42,93,11
11,6506.46,6512.37,93,11
1,6529.20,6530.20,110,3
4,6525.65,6525.65,112,13
5,6525.65,6530.95,112,13
12,6505.13,6525.65,92,13
13,6505.13,6509.08,92,13
3,6529.89,6530.89,111,11
2,6530.91,6531.91,112,13
6,6529.59,6529.59,113,2
7,6529.59,6533.19,113,2
16,6507.39,6529.59,94,2
15,6507.39,6511.69,94,2
1,6532.63,6533.63,113,2
8,6533.29,6533.29,114,5
9,6533.29,6534.29,114,5
16,6511.87,6533.29,97,5
15,6511.87,6516.17,97,5
3,6534.26,6535.26,114,5
2,6535.29,6536.29,115,0
6,6534.60,6534.60,116,1
7,6534.60,6537.60,116,1
12,6513.12,6534.60,98,1
13,6513.12,6517.07,98,1
1,6537.58,6538.58,116,1
8,6531.04,6531.04,117,8
9,6531.04,6538.74,117,8
12,6509.10,6531.04,95,8
13,6509.10,6513.05,95,8
3,6538.68,6539.68,117,8
12,6518.95,6518.95,103,4
13,6518.95,6522.90,103,4
2,6540.49,6541.49,118,4
6,6541.45,6541.45,119,6
7,6541.45,6543.75,119,6
10,6522.40,6541.45,105,6
11,6522.40,6528.31,105,6
8,6539.65,6539.65,120,7
9,6539.65,6543.95,120,7
16,6517.75,6539.65,102,7
15,6517.75,6522.05,102,7
1,6543.66,6544.66,119,6
3,6543.92,6544.92,120,7
4,6544.94,6544.94,122,10
5,6544.94,6546.54,122,10
12,6523.42,6544.94,107,10
13,6523.42,6527.37,107,10
2,6545.68,6546.68,122,10
6,6545.96,6545.96,123,12
7,6545.96,6547.76,123,12
16,6525.38,6545.96,108,12
15,6525.38,6529.68,108,12
1,6547.05,6548.05,123,12
8,6535.96,6535.96,125,9
9,6535.96,6549.26,125,9
10,6516.42,6535.96,101,9
11,6516.42,6522.34,101,9
3,6549.16,6550.16,125,9
2,6550.24,6551.24,126,0
1,6550.60,6551.60,127,0
6,6551.36,6551.36,1,3
7,6551.36,6552.06,1,3
12,6529.20,6551.36,110,3
13,6529.20,6533.15,110,3
4,6552.09,6552.09,2,13
5,6552.09,6552.69,2,13
10,6530.95,6552.09,112,13
11,6530.95,6536.87,112,13
1,6552.01,6553.01,1,3
2,6552.65,6553.65,2,13
8,6550.91,6550.91,3,11
9,6550.91,6554.51,3,11
16,6529.92,6550.91,111,11
15,6529.92,6534.22,111,11
3,6554.43,6555.43,3,11
6,6554.81,6554.81,4,2
7,6554.81,6556.01,4,2
12,6533.19,6554.81,113,2
13,6533.19,6537.14,113,2
1,6555.49,6556.49,4,2
2,6557.03,6558.03,5,0
1,6558.93,6559.93,6,0
8,6560.35,6560.35,7,8
9,6560.35,6560.45,7,8
16,6538.74,6560.35,117,8
15,6538.74,6543.04,117,8
3,6560.44,6561.44,7,8
4,6559.72,6559.72,8,4
5,6559.72,6562.32,8,4
10,6540.54,6559.72,118,4
11,6540.54,6546.46,118,4
2,6562.28,6563.28,8,4
6,6557.77,6557.77,10,1
7,6557.77,6563.87,10,1
12,6537.60,6557.77,116,1
13,6537.60,6541.55,116,1
1,6563.82,6564.82,10,1
2,6565.19,6566.19,11,0
